ids,cpl1,cpl2,cpl3,cpl4,cpl5,cpl6,cpl7,cpl8
5951,8.34855,10.2827,9.56091,1.07527e-08,4.93027,0.0115234,0.00110161,0.0878289
5952,8.43122,10.4164,10.0748,1.01272e-08,4.88135,0.00768106,0.00132379,0.0717127
5953,8.3839,10.3211,11.3261,1.00216e-08,5.22942,0.0078691,0.00280645,0.0792096
5954,8.51813,10.6057,11.2689,1.00278e-08,4.84598,0.00100895,0.00386783,0.0946198
5955,8.45413,10.4955,10.0716,1.07987e-08,5.08429,0.000945046,0.00167412,0.0891707
5956,8.43579,10.4445,11.1754,1.01661e-08,5.01353,0.00419494,0.000753468,0.0723398
5957,8.36598,10.4422,9.78871,1.0264e-08,4.55308,0.00308612,0.000974332,0.102146
5958,8.46241,10.5097,10.1429,1.04863e-08,5.09039,0.000744182,0.000670051,0.0595679
5959,8.43567,10.409,10.9783,1.04261e-08,4.97066,0.00785917,0.00107049,0.078297
5960,8.38482,10.5065,9.3865,1.00008e-08,4.14608,0.0043876,0.000470973,0.12394
5961,8.49727,10.527,10.5997,1.0624e-08,5.25845,0.00168006,0.00305358,0.0918384
5962,8.43277,10.4225,10.0738,1.01477e-08,4.86227,0.00759797,0.00132446,0.0725256
5963,8.2623,10.3293,10.5899,1.03101e-08,4.48216,0.00228289,0.00163019,0.103193
5964,8.36035,10.3029,10.8081,1.03332e-08,5.13505,0.00564937,0.000190028,0.0833723
5965,8.48526,10.5455,11.1921,1.01267e-08,4.89211,0.00196717,0.00186795,0.0817852
5966,8.45901,10.4425,11.861,1.03274e-08,5.27907,0.00289937,0.00100835,0.0962519
5967,8.29037,10.2972,10.9662,1.02541e-08,4.74006,0.00290735,0.000362578,0.0750699
5968,8.47504,10.5535,9.85287,1.08914e-08,4.87246,0.000274929,0.00228517,0.0846823
5969,8.47545,10.5509,12.1401,1.02681e-08,4.64345,0.00443492,0.000925368,0.0858819
5970,8.46577,10.4447,10.949,1.0834e-08,5.25743,0.00330033,0.000757077,0.0899739
5971,8.43385,10.4192,11.9113,1.03945e-08,5.013,0.005248,0.00104449,0.0860279
5972,8.44595,10.533,10.0982,1.08231e-08,4.33009,0.00819568,0.00118294,0.0915631
5973,8.49848,10.5241,10.5604,1.07497e-08,5.18837,0.000751938,0.00154054,0.0852436
5974,8.46696,10.5192,11.1977,1.00865e-08,4.93876,0.0023245,0.00329747,0.100073
5975,8.23397,10.2678,10.0548,1.07468e-08,4.61736,0.0026362,0.00148949,0.0972161
5976,8.46442,10.587,9.63374,1.04827e-08,4.65178,0.000223288,0.00162215,0.0536208
5977,8.37722,10.4802,12.0414,1.03053e-08,4.48165,0.00248792,0.00263604,0.0654683
5978,8.46497,10.5207,10.3562,1.07699e-08,4.90682,0.00149102,0.00198178,0.0850114
5979,8.58891,10.8103,10.4089,1.03902e-08,4.21601,0.00191973,0.0036313,0.0931947
5980,8.37725,10.5007,9.18864,1.01166e-08,4.18194,0.00336919,0.00121808,0.13132
5981,8.34703,10.3318,10.3838,1.07278e-08,5.21327,0.0017063,0.00193131,0.091675
5982,8.39334,10.3769,10.5226,1.02829e-08,4.80707,0.00800726,0.00165579,0.0709175
5983,8.2133,10.1651,10.5784,1.07253e-08,5.1003,0.00132099,0.000145062,0.0832314
5984,8.25486,10.2578,10.6883,1.00846e-08,4.93432,0.00175669,0.00127342,0.0786956
5985,8.29476,10.2734,11.964,1.06723e-08,4.73125,0.00687917,0.0020738,0.0662532
5986,8.37434,10.4923,10.208,1.00746e-08,4.36832,0.00182636,0.000618949,0.0436342
5987,8.47616,10.5695,9.78336,1.04816e-08,4.79075,0.000787622,0.00151062,0.0487909
5988,8.49583,10.6669,10.0383,1.0978e-08,4.09192,0.00426551,0.00135304,0.106109
5989,8.2982,10.3064,10.4589,1.07782e-08,4.95286,0.00113875,0.000372177,0.0893051
5990,8.53563,10.6197,9.68382,1.07227e-08,4.915,0.00187854,0.000560244,0.0293859
5991,8.26853,10.3402,10.6515,1.03024e-08,4.45297,0.00232747,0.00162745,0.101029
5992,8.47643,10.5216,10.8402,1.0279e-08,5.07412,0.00185367,0.00137094,0.10958
5993,8.23291,10.2729,10.725,1.04003e-08,4.52418,0.00317835,0.00120673,0.0833134
5994,8.41969,10.3929,10.7012,1.09471e-08,5.46117,0.000430634,0.00206255,0.098134
5995,8.42837,10.4157,10.2185,1.01422e-08,4.82098,0.00805151,0.00142037,0.0704774
5996,8.46888,10.5291,10.4343,1.06232e-08,4.54199,0.00752676,0.00141305,0.105572
5997,8.40984,10.4159,10.2219,1.03717e-08,4.99682,0.00412455,0.00174246,0.0928951
5998,8.36963,10.3982,9.73715,1.06209e-08,4.59319,0.0064903,0.0017189,0.0977977
5999,8.41916,10.4442,11.3866,1.03603e-08,4.99897,0.00133737,0.000126722,0.069316
6000,8.3978,10.3496,11.1234,1.04629e-08,5.33963,0.00444729,0.0025363,0.0878512
6001,8.50033,10.5617,9.75621,1.06393e-08,4.9614,0.00199226,0.00114065,0.0718865
6002,8.24338,10.2588,10.7093,1.03537e-08,4.66313,0.00434366,0.00206261,0.0809354
6003,8.49055,10.6381,9.9912,1.0956e-08,4.29036,0.00325097,0.00159002,0.100661
6004,8.52746,10.6348,10.292,1.06482e-08,4.79098,0.000793537,0.00148569,0.0911702
6005,8.49991,10.5753,11.3415,1.01005e-08,4.78434,0.00334981,0.00378294,0.0904186
6006,8.41543,10.418,11.0834,1.03224e-08,5.30429,0.00113245,0.00220294,0.0597495
6007,8.26645,10.3414,10.6542,1.02873e-08,4.42825,0.00227725,0.00170371,0.100795
6008,8.30231,10.2195,10.4677,1.04245e-08,5.36675,0.0049135,0.000735736,0.0529095
6009,8.51729,10.5487,9.36627,1.03448e-08,5.31122,0.00112183,0.00120877,0.113896
6010,8.4658,10.4459,10.3863,1.03379e-08,5.22036,0.00461316,0.000484572,0.0932914
6011,8.34574,10.3185,10.2675,1.04031e-08,5.13331,0.00515055,0.0020469,0.0826416
6012,8.45867,10.5621,10.9421,1.0027e-08,4.6453,0.000937075,0.0024822,0.0723683
6013,8.2751,10.274,10.6734,1.01114e-08,4.97123,0.00193057,0.0012519,0.0750048
6014,8.25086,10.2897,10.632,1.04158e-08,4.62533,0.00199681,0.00124662,0.0956441
6015,8.43647,10.4624,10.9368,1.02554e-08,4.91369,0.00377125,9.19352e-05,0.0697609
6016,8.49706,10.5343,10.0677,1.01934e-08,4.79216,0.00613565,0.00169431,0.0749931
6017,8.41885,10.5002,10.4818,1.0506e-08,4.50945,0.00472466,0.00103825,0.0665018
6018,8.30592,10.2796,9.08786,1.04852e-08,5.17234,0.00282971,0.000953266,0.0952686
6019,8.41304,10.4297,10.3113,1.05186e-08,5.09117,0.00234413,0.00194481,0.124966
6020,8.50382,10.616,12.7603,1.01029e-08,4.60042,0.00233673,0.000856586,0.081409
6021,8.46127,10.4381,10.9803,1.09599e-08,5.2592,0.00341347,0.000216276,0.0921714
6022,8.42351,10.4003,11.6385,1.03615e-08,5.25272,0.00335659,0.000697873,0.0964167
6023,8.2203,10.2565,10.5755,1.03562e-08,4.54052,0.0027765,0.0011516,0.086207
6024,8.37218,10.4521,10.4001,1.00945e-08,4.64271,0.00178539,0.00197353,0.100037
6025,8.27734,10.2213,10.946,1.04454e-08,5.14923,0.00401403,0.00125262,0.0812673
6026,8.47443,10.5086,10.4166,1.08463e-08,5.1602,0.000584472,0.00182312,0.100735
6027,8.20554,10.1137,9.49223,1.06746e-08,5.04731,0.00780087,0.00106523,0.0565952
6028,8.38671,10.5035,10.5108,1.00319e-08,4.41748,0.00118029,0.000778186,0.0459287
6029,8.47639,10.5888,10.0471,1.05007e-08,4.72084,0.000608582,0.00258287,0.0539433
6030,8.37237,10.4312,8.52061,1.02231e-08,4.85631,0.00124553,0.002218,0.0933302
6031,8.31458,10.2693,10.6837,1.03679e-08,5.35447,0.00106669,0.000359353,0.0615312
6032,8.36833,10.4428,10.5864,1.04282e-08,4.62039,0.00179764,0.00192541,0.0985276
6033,8.31555,10.2265,10.4012,1.04213e-08,5.3431,0.00656457,0.00193273,0.0535566
6034,8.4559,10.4401,10.8721,1.08007e-08,5.16503,0.00456903,0.000562567,0.0819677
6035,8.40654,10.5554,8.7191,1.05845e-08,4.32538,0.000437721,0.00247356,0.118818
6036,8.53791,10.5807,11.6619,1.05545e-08,5.14792,0.000207043,0.000284766,0.0823829
6037,8.40332,10.5235,9.91109,1.00166e-08,4.21672,0.00406871,0.000530931,0.117327
6038,8.1827,10.2007,10.5901,1.04295e-08,4.56831,0.00313714,0.00123597,0.0953073
6039,8.60671,10.766,9.89584,1.02964e-08,4.6983,0.000942945,0.00261688,0.0983448
6040,8.27923,10.2775,10.4387,1.07801e-08,4.90767,0.00177998,0.000488707,0.0873767
6041,8.2815,10.1993,10.3332,1.05183e-08,5.31991,0.00630724,0.000982155,0.0658635
6042,8.1981,10.1006,9.55184,1.06644e-08,5.041,0.00811723,0.00103418,0.0574212
6043,8.54274,10.6203,11.2496,1.06586e-08,4.9077,0.00100658,0.000662316,0.0875124
6044,8.38332,10.3756,11.7702,1.02076e-08,5.02063,0.00369281,2.24005e-05,0.0828974
6045,8.39384,10.3677,10.5111,1.03344e-08,5.25933,0.00286473,0.000883118,0.0446617
6046,8.25911,10.2688,10.6225,1.01188e-08,4.95777,0.000652412,0.00125069,0.0713065
6047,8.28947,10.1845,10.9126,1.0206e-08,5.34317,0.00614758,0.000437634,0.0911288
6048,8.44258,10.4958,9.89015,1.04556e-08,4.94342,0.00185613,0.00166836,0.131184
6049,8.33453,10.3002,10.999,1.03214e-08,5.25758,0.00182884,0.000261562,0.0677321
6050,8.47222,10.5697,9.73743,1.08779e-08,4.79931,0.000637303,0.00175479,0.0957936
6051,8.53232,10.6326,11.229,1.05791e-08,4.86894,0.000488795,0.000637881,0.075739
6052,8.38758,10.5035,9.45691,1.00223e-08,4.20955,0.00419097,0.000442826,0.120751
6053,8.40793,10.473,10.3185,1.0068e-08,4.6056,0.00366169,0.000966396,0.0566075
6054,8.36777,10.3946,10.5151,1.06002e-08,4.76937,0.00507101,0.00129005,0.0806833
6055,8.33484,10.2633,10.6213,1.03507e-08,5.26742,0.00554742,0.000749396,0.058236
6056,8.22455,10.1777,10.1545,1.07902e-08,5.09132,0.00402911,0.00196749,0.0878111
6057,8.42098,10.4354,10.4859,1.0565e-08,5.19149,0.00119798,0.000917482,0.0882633
6058,8.33308,10.2515,10.4585,1.04785e-08,5.13616,0.0102074,0.00132837,0.075309
6059,8.53721,10.6402,9.23931,1.03953e-08,4.64172,0.00382199,0.000573551,0.0483341
6060,8.48755,10.5237,10.4323,1.0878e-08,5.2064,3.80824e-05,0.00185409,0.10188
6061,8.34612,10.2893,11.1043,1.01871e-08,5.28961,0.00466469,0.00167861,0.0699211
6062,8.48392,10.6127,10.0681,1.09595e-08,4.34837,0.00417278,0.00154295,0.0984494
6063,8.32504,10.289,10.6947,1.03687e-08,5.32537,0.00105435,0.000513533,0.0615031
6064,8.25468,10.1521,10.2392,1.04774e-08,5.46696,0.00475302,0.000758437,0.0461472
6065,8.38622,10.3797,11.7777,1.02083e-08,5.01472,0.003717,6.67473e-05,0.0830784
6066,8.48539,10.4928,11.7297,1.04207e-08,5.22943,0.00171906,0.000495096,0.0903703
6067,8.33911,10.2975,10.8872,1.00262e-08,5.20187,0.00362705,4.07728e-05,0.0662044
6068,8.48332,10.4905,11.1643,1.07673e-08,5.3241,0.000292933,0.00128014,0.0911295
6069,8.4595,10.5394,9.72673,1.03851e-08,4.73551,0.00246143,0.00153517,0.0599443
6070,8.47965,10.5699,10.5168,1.08057e-08,4.54977,0.00402917,0.00129862,0.0982469
6071,8.3896,10.3709,11.0181,1.02834e-08,5.16321,0.00319818,0.000536523,0.0600585
6072,8.10137,10.0045,9.55237,1.09808e-08,5.23772,0.00291697,0.000664258,0.102123
6073,8.45768,10.4315,10.961,1.09785e-08,5.26843,0.00346567,0.000220382,0.0930785
6074,8.3828,10.4427,10.3553,1.07517e-08,4.69951,0.00332605,0.000652793,0.103831
6075,8.30626,10.3473,10.1322,1.07381e-08,4.67474,0.00244642,0.00115959,0.0891183
6076,8.25474,10.2617,10.8692,1.0022e-08,4.95364,0.000662519,0.00131731,0.0693166
6077,8.52054,10.6339,11.3307,1.00507e-08,4.66472,0.00131537,4.68159e-05,0.0621244
6078,8.53177,10.6876,10.3277,1.05106e-08,4.36754,0.00274059,0.00235411,0.0894489
6079,8.4186,10.3799,11.8668,1.03614e-08,5.3876,0.00217029,0.000379216,0.105212
6080,8.40622,10.411,9.55261,1.09381e-08,5.34988,0.00025829,0.00196176,0.0715689
6081,8.50698,10.5245,9.93783,1.05057e-08,5.36611,0.00189921,0.00264552,0.104729
6082,8.41995,10.4752,9.60562,1.08403e-08,4.93814,0.000748363,0.00190563,0.0912652
6083,8.21807,10.1406,10.0097,1.07616e-08,4.95437,0.00815568,0.00122334,0.0520671
6084,8.41702,10.4072,11.7334,1.02132e-08,4.97837,0.0058009,0.00173125,0.0851864
6085,8.32339,10.3812,12.0841,1.04085e-08,4.75935,0.000631539,0.000425783,0.0697712
6086,8.43113,10.4532,9.88512,1.00362e-08,5.14384,0.00193549,0.000383278,0.0660498
6087,8.48177,10.6623,9.21969,1.03026e-08,4.33784,0.000142865,0.00145134,0.0363554
6088,8.40189,10.3918,10.4197,1.03859e-08,5.19915,0.00270002,0.000884698,0.0516763
6089,8.31142,10.2743,10.6674,1.03061e-08,5.33121,0.000806793,0.000543629,0.0582614
6090,8.52781,10.5718,8.77481,1.00797e-08,5.25123,0.000238146,0.00099071,0.113397
6091,8.47343,10.5296,9.92738,1.0411e-08,4.97037,0.00172916,0.00187177,0.134064
6092,8.48984,10.494,10.3051,1.08004e-08,5.22309,0.00276603,0.00165428,0.1016
6093,8.406,10.5539,8.74021,1.05684e-08,4.32207,0.000545093,0.00241546,0.118873
6094,8.43738,10.4891,11.5608,1.0436e-08,4.75473,0.00300721,0.00176843,0.0884666
6095,8.33694,10.3191,10.2232,1.08704e-08,4.78604,0.00834201,0.00127273,0.0702794
6096,8.46495,10.4864,10.8629,1.05576e-08,5.13998,0.00340858,0.00156723,0.114204
6097,8.45375,10.4894,9.76344,1.04016e-08,5.02514,0.00206514,0.00300519,0.0660412
6098,8.27583,10.2753,10.4986,1.06747e-08,4.91407,0.00162457,0.000603948,0.0848649
6099,8.1248,10.0354,9.73663,1.09166e-08,5.21969,0.00298143,0.000610933,0.100525
6100,8.32363,10.2425,10.167,1.07102e-08,5.47113,0.00521788,0.00159749,0.0653456
6101,8.22408,10.1517,9.88711,1.08334e-08,4.99981,0.00663692,0.00134256,0.0472256
6102,8.39507,10.4054,11.6076,1.03521e-08,5.02722,0.00167821,0.000128515,0.0739387
6103,8.40894,10.3601,9.65938,1.06072e-08,5.21775,0.006615,0.00146728,0.115094
6104,8.50017,10.621,9.67707,1.07297e-08,4.5385,0.00247293,0.00143525,0.10395
6105,8.41639,10.467,10.9455,1.02994e-08,4.87457,0.00126744,0.00249738,0.0905239
6106,8.25443,10.2615,10.8695,1.00203e-08,4.95269,0.000662953,0.00131591,0.0692627
6107,8.40665,10.379,10.2298,1.05531e-08,5.1604,0.0047636,0.00107434,0.100971
6108,8.30616,10.2796,8.98835,1.03636e-08,5.07676,0.00428295,0.000646186,0.0964122
6109,8.24917,10.2545,11.0651,1.08285e-08,4.96844,0.000482733,3.34631e-05,0.0748979
6110,8.44816,10.424,10.9039,1.09307e-08,5.26922,0.00329801,0.000428646,0.0906802
6111,8.37045,10.3246,11.229,1.00476e-08,5.13027,0.00773382,0.0026801,0.0736126
6112,8.32517,10.2892,10.6962,1.03688e-08,5.32484,0.0010535,0.000512949,0.0615166
6113,8.45009,10.5081,10.2606,1.08708e-08,4.73522,0.005003,0.0024639,0.0813419
6114,8.23792,10.1883,9.98743,1.04358e-08,4.6761,0.0109664,0.001336,0.0704372
6115,8.3806,10.3538,10.5774,1.0793e-08,5.43682,0.00107877,0.00169894,0.100897
6116,8.37948,10.3422,10.5933,1.02311e-08,5.29921,0.00344272,0.000455793,0.041568
6117,8.67092,10.8723,10.0459,1.03415e-08,4.46832,0.0016057,0.00354596,0.0865693
6118,8.46234,10.4596,10.8152,1.05647e-08,5.24808,0.00379547,0.00160688,0.118016
6119,8.28686,10.2967,10.7255,1.06956e-08,4.8409,0.00236908,0.000753633,0.0809752
6120,8.4932,10.4789,10.3944,1.07867e-08,5.31234,0.00296834,0.00176316,0.100398
6121,8.49785,10.5432,9.89477,1.01769e-08,5.19254,0.00117084,0.0042006,0.0714579
6122,8.35582,10.3637,10.3901,1.00394e-08,4.89699,0.00470805,0.000648007,0.108265
6123,8.32474,10.3678,11.3461,1.04318e-08,4.50217,0.00508211,0.0015797,0.0557657
6124,8.43204,10.4233,9.78763,1.03792e-08,5.18882,0.00394662,0.000672659,0.0963573
6125,8.49456,10.538,9.9211,1.07206e-08,5.16704,0.00146205,0.00179349,0.103441
6126,8.41731,10.4516,10.5094,1.08057e-08,4.68113,0.00712119,0.00131994,0.0846654
6127,8.48082,10.6044,10.0887,1.09548e-08,4.45109,0.00286378,0.00165489,0.100314
6128,8.46765,10.5456,9.96198,1.09618e-08,4.84691,0.000226998,0.00233616,0.0858895
6129,8.3803,10.4046,11.2049,1.06925e-08,4.76414,0.0059014,0.00138549,0.0783617
6130,8.52962,10.6295,11.4189,1.01547e-08,4.76797,0.00106184,9.9593e-05,0.0664058
6131,8.46052,10.4301,11.1089,1.09411e-08,5.30746,0.00344165,0.000412568,0.0903138
6132,8.3153,10.2606,11.4885,1.02832e-08,5.17886,0.00585277,8.43528e-05,0.104951
6133,8.43887,10.5711,10.2498,1.04961e-08,4.35362,0.00222051,0.00118601,0.073424
6134,8.39395,10.3515,10.5351,1.02838e-08,5.02687,0.00856169,0.000395061,0.0470221
6135,8.48956,10.5605,10.8654,1.00988e-08,4.97635,0.000874576,0.00312292,0.088144
6136,8.41147,10.5092,11.8797,1.04748e-08,4.71122,0.0012808,0.00370891,0.0595244
6137,8.46616,10.4507,10.8311,1.04623e-08,5.39483,0.000674083,0.00110655,0.0516516
6138,8.34408,10.3593,10.4726,1.07911e-08,4.8014,0.0042873,0.000880635,0.0860787
6139,8.24726,10.1382,10.2899,1.0484e-08,5.46722,0.00500622,0.000782326,0.0451153
6140,8.46157,10.4523,11.1033,1.04293e-08,5.09871,0.00436544,0.00107338,0.108006
6141,8.55904,10.6069,11.6522,1.05429e-08,5.16086,0.000268832,0.000382283,0.0838336
6142,8.39803,10.4655,10.4808,1.01383e-08,4.41971,0.0065761,0.000628845,0.0497229
6143,8.39195,10.3544,10.9986,1.04403e-08,5.27473,0.00454553,0.0024105,0.0843177
6144,8.49482,10.5523,10.465,1.06538e-08,4.85933,0.00277488,0.00241476,0.0924816
6145,8.41411,10.5044,12.409,1.05851e-08,4.37896,0.00639415,0.00303865,0.0650181
6146,8.47571,10.4528,10.7768,1.08694e-08,5.30973,0.00322167,0.00104028,0.0950007
6147,8.46402,10.5193,11.409,1.04812e-08,4.96783,0.00109836,0.00280649,0.0610109
6148,8.4474,10.4914,10.0089,1.01951e-08,4.66978,0.00729798,0.0015126,0.0695307
6149,8.46899,10.4579,10.7069,1.04795e-08,5.38321,0.00100647,0.00122421,0.0606173
6150,8.33277,10.2546,11.2453,1.00417e-08,5.2836,0.00549967,0.00112856,0.0882987
6151,8.33139,10.2803,11.0122,1.01723e-08,5.12028,0.00695293,0.00316943,0.0767668
6152,8.41345,10.4405,10.551,1.05416e-08,4.87984,0.00381582,0.00198177,0.116623
6153,8.43434,10.4602,10.2109,1.04132e-08,4.80345,0.00466334,0.000596819,0.0911445
6154,8.37965,10.3964,10.442,1.06578e-08,4.97174,0.00276175,0.00144739,0.0995106
6155,8.3567,10.3112,12.0452,1.05535e-08,5.12434,0.00482165,0.00103389,0.0915991
6156,8.58424,10.7438,10.1491,1.02564e-08,4.44153,0.00324104,0.00216442,0.0956888
6157,8.34995,10.3865,11.0171,1.01987e-08,4.9351,0.0010024,0.00278458,0.0634769
6158,8.28213,10.2949,10.8979,1.07672e-08,4.96873,0.000665942,0.000303669,0.0835945
6159,8.40141,10.3842,11.2386,1.05754e-08,5.2397,0.00207059,0.00103693,0.0904743
6160,8.44104,10.4831,10.9357,1.04118e-08,4.93129,0.00140521,0.000170316,0.0625605
6161,8.43477,10.4241,11.2948,1.0376e-08,5.26455,0.00204018,0.000819421,0.113721
6162,8.44814,10.4827,10.5605,1.05212e-08,4.96907,0.00398327,0.0019434,0.115739
6163,8.47609,10.5173,10.471,1.06365e-08,5.02304,0.00174619,0.00134477,0.0738147
6164,8.29594,10.2927,10.4558,1.06889e-08,4.95683,0.00175732,0.000705015,0.0864492
6165,8.4865,10.5067,8.96133,1.01079e-08,5.28108,0.00140041,0.000861831,0.108548
6166,8.46325,10.4687,9.89398,1.03958e-08,5.28214,0.00106696,0.00135187,0.139119
6167,8.50019,10.5971,12.452,1.00732e-08,4.76868,0.00208172,0.000840359,0.0744152
6168,8.37917,10.3606,10.7425,1.07198e-08,5.33649,0.000487597,0.00187948,0.0910549
6169,8.43421,10.5089,9.0489,1.03786e-08,4.80435,0.0018706,0.00128596,0.104225
6170,8.47343,10.5272,11.4764,1.0409e-08,4.94747,0.00242594,0.00342908,0.0642073
6171,8.47965,10.5578,9.86348,1.0925e-08,4.90171,9.14024e-07,0.00236167,0.0831545
6172,8.51278,10.5915,10.3334,1.04696e-08,4.93864,0.00127004,0.00122054,0.0700989
6173,8.3165,10.3173,10.3674,1.06142e-08,4.99394,0.00150357,0.000766244,0.0966377
6174,8.2453,10.1338,10.2606,1.04528e-08,5.4666,0.00554082,0.000673894,0.0503095
6175,8.39117,10.4024,11.4313,1.04215e-08,5.05749,0.00106811,0.000179536,0.0696662
6176,8.39514,10.5099,10.3915,1.00657e-08,4.42409,0.00185487,0.00107955,0.0502333
6177,8.43273,10.467,11.0041,1.06606e-08,5.01575,0.00133927,0.000291237,0.099488
6178,8.43713,10.5416,10.2843,1.02125e-08,4.46775,0.00339786,0.00148771,0.0564366
6179,8.452,10.5109,10.1186,1.03397e-08,4.82108,0.003763,0.00213676,0.068587
6180,8.38624,10.3851,10.7398,1.07857e-08,5.19107,0.000678846,0.00190037,0.100876
6181,8.40106,10.4113,10.5034,1.03212e-08,4.94529,0.0037687,0.00107469,0.083508
6182,8.37228,10.3269,10.1351,1.05171e-08,5.38842,0.00410479,0.0013094,0.0819517
6183,8.31603,10.2813,10.4044,1.03552e-08,5.28903,0.00141241,0.00049974,0.0654238
6184,8.46885,10.457,10.6974,1.04768e-08,5.38225,0.0010764,0.00122271,0.0607592
6185,8.48556,10.5373,9.51515,1.02186e-08,5.06897,0.00139957,0.001097,0.102016
6186,8.4933,10.6041,12.2542,1.01275e-08,4.5769,0.00287255,0.00116942,0.0801175
6187,8.26602,10.1993,9.79562,1.08557e-08,5.0203,0.00668105,0.00148824,0.0451186
6188,8.32197,10.3324,10.3573,1.07247e-08,4.98204,0.00255983,0.00304099,0.0791382
6189,8.39545,10.5317,8.87003,1.05921e-08,4.37531,0.000538384,0.00231499,0.115938
6190,8.45395,10.5256,10.9535,1.02914e-08,4.73679,0.00340512,0.00175775,0.0803957
6191,8.51183,10.5729,10.7975,1.05495e-08,5.06522,0.00210717,0.00410707,0.0750279
6192,8.3133,10.3909,10.3755,1.01182e-08,4.41463,0.00222371,0.000873074,0.105714
6193,8.40745,10.4438,10.0273,1.04201e-08,5.03576,0.00109664,0.000745596,0.0930558
6194,8.38636,10.5029,10.5123,1.0029e-08,4.41753,0.00118055,0.00077645,0.045842
6195,8.36363,10.3624,10.2327,1.03571e-08,4.99472,0.00365823,0.00095188,0.0897716
6196,8.36218,10.3362,10.8396,1.02335e-08,5.30784,0.00220322,0.000279091,0.0307014
6197,8.32599,10.2907,10.7056,1.03676e-08,5.32153,0.00105937,0.000514519,0.0616075
6198,8.53904,10.6332,10.2074,1.08475e-08,4.86404,0.00114368,0.00215152,0.0820824
6199,8.47442,10.4671,10.6983,1.04857e-08,5.36217,0.00113881,0.0012441,0.0614476
6200,8.30339,10.3321,10.502,1.05137e-08,4.79026,0.00151386,0.000646958,0.0751352
6201,8.30843,10.2432,10.5755,1.01893e-08,5.32095,0.00331002,0.00060942,0.106442
6202,8.26751,10.2044,9.73677,1.08708e-08,5.03977,0.00605864,0.00152038,0.0437
6203,8.33902,10.3887,11.386,1.02842e-08,4.61265,0.00395767,2.88102e-05,0.104226
6204,8.41481,10.4095,11.0403,1.03816e-08,5.08422,0.00256973,0.000437692,0.0742317
6205,8.43325,10.4772,10.273,1.09403e-08,5.08815,0.000588583,0.00156638,0.103249
6206,8.49906,10.5836,11.1724,1.06948e-08,4.7709,0.00223746,0.00294573,0.0881034
6207,8.39076,10.4944,10.2057,1.07953e-08,4.51797,0.00266499,0.00311459,0.121304
6208,8.38842,10.5195,8.93297,1.05593e-08,4.40306,0.000663769,0.00225078,0.115971
6209,8.47244,10.6387,9.29971,1.03069e-08,4.38974,0.00042057,0.00141188,0.0405752
6210,8.42331,10.3793,9.43189,1.01123e-08,5.40097,0.003877,0.000204387,0.101985
6211,8.26554,10.2073,10.7376,1.02607e-08,5.39649,0.000851235,6.19303e-05,0.0552844
6212,8.3426,10.3243,10.9869,1.0587e-08,5.0117,0.00323688,0.000601344,0.0877027
6213,8.34103,10.2937,9.98691,1.00643e-08,5.30956,0.00288242,0.00069395,0.0799767
6214,8.26126,10.1607,10.3454,1.04406e-08,5.4171,0.00547839,0.000786871,0.0530368
6215,8.33293,10.3239,10.1402,1.04335e-08,5.00176,0.00360328,0.000962343,0.0913099
6216,8.32555,10.3035,10.6192,1.04811e-08,5.0827,0.00393985,0.000375761,0.0642964
6217,8.46328,10.5461,9.9265,1.09011e-08,4.83104,0.00049152,0.00250032,0.0901799
6218,8.25648,10.2606,10.8763,1.00202e-08,4.95674,0.000942002,0.00132041,0.0700976
6219,8.28658,10.2328,9.97595,1.06565e-08,4.73992,0.011264,0.000666194,0.080365
6220,8.53049,10.6267,11.5121,1.01745e-08,4.7192,0.00190583,0.000756774,0.0747299
6221,8.33484,10.3257,9.84425,1.05817e-08,4.72483,0.00758388,0.000790754,0.0579532
6222,8.46063,10.4302,11.0996,1.09394e-08,5.30511,0.00349502,0.000423753,0.0901812
6223,8.21831,10.2092,10.1367,1.01913e-08,4.81514,0.00377409,0.00178103,0.100277
6224,8.27826,10.1956,9.41214,1.07807e-08,5.08096,0.00881464,0.00158613,0.0460914
6225,8.38765,10.4769,9.83843,1.012e-08,4.24867,0.00630699,0.00113585,0.112548
6226,8.41208,10.425,10.4404,1.08436e-08,5.22229,0.000354464,0.00169175,0.0872189
6227,8.51848,10.6775,9.59875,1.09939e-08,4.27313,0.00282543,0.00160677,0.107721
6228,8.36192,10.3361,10.8383,1.02354e-08,5.30612,0.00220917,0.000277859,0.0310827
6229,8.41399,10.5109,10.1162,1.08292e-08,4.61827,0.00196865,0.00291779,0.111332
6230,8.57079,10.7176,11.9589,1.0599e-08,4.69309,0.000968485,0.0042139,0.0658712
6231,8.30174,10.3778,10.7396,1.03538e-08,4.44444,0.00125791,0.00136974,0.103625
6232,8.37386,10.4175,10.6792,1.01346e-08,4.87231,0.00170699,0.000521275,0.0382883
6233,8.46958,10.5413,9.9046,1.08938e-08,4.92499,4.09191e-05,0.00225347,0.0818433
6234,8.35109,10.4522,11.7609,1.02805e-08,4.11033,0.00519321,0.000843655,0.0528289
6235,8.55624,10.707,10.9392,1.05884e-08,4.44408,0.00221215,0.00184415,0.0902146
6236,8.42153,10.379,11.7742,1.04851e-08,4.93999,0.00968687,0.000980128,0.0870952
6237,8.58706,10.6868,10.0141,1.03872e-08,5.04062,0.000484122,0.0046638,0.0623279
