ids,cpl1,cpl2,cpl3,cpl4,cpl5,cpl6,cpl7,cpl8
8008,8.4036,10.5224,11.8025,1.06141e-08,4.42847,0.0020597,0.00124466,0.0756821
8009,8.4768,10.5432,10.888,1.02e-08,4.87105,0.00294757,0.00102034,0.0902241
8010,8.30997,10.2586,10.0075,1.02279e-08,5.13183,0.00355026,0.000643008,0.0764569
8011,8.47198,10.6022,9.73863,1.03456e-08,4.53454,0.00247273,0.00428471,0.0612259
8012,8.38898,10.3677,11.3735,1.02388e-08,5.31387,0.00207985,0.00145289,0.0944578
8013,8.29948,10.2138,9.81253,1.0159e-08,5.08814,0.00832917,0.000166472,0.0709656
8014,8.38244,10.513,10.0446,1.00455e-08,4.23368,0.00327445,0.00234779,0.0574146
8015,8.38823,10.4669,11.0134,1.04415e-08,4.10632,0.00956471,0.000664786,0.0699404
8016,8.44803,10.4476,10.1475,1.05696e-08,5.2204,0.00381687,0.00240236,0.069155
8017,8.40117,10.4164,10.5509,1.05215e-08,5.02696,0.00231436,0.00229762,0.0521465
8018,8.36062,10.5136,10.8467,1.06347e-08,3.85341,0.00550298,0.000813824,0.0857539
8019,8.56506,10.8076,12.2552,1.03001e-08,4.00679,0.00124814,0.00185337,0.0568077
8020,8.40341,10.4014,11.2908,1.0229e-08,5.25339,0.00182748,0.00219011,0.094656
8021,8.55322,10.7002,11.7051,1.07382e-08,4.3689,0.00406954,0.000752156,0.088877
8022,8.41542,10.4696,10.3077,1.05054e-08,4.87135,0.00272716,0.00178676,0.0636108
8023,8.3123,10.4067,10.1163,1.08479e-08,4.07447,0.00497069,0.000857866,0.0557932
8024,8.43067,10.5072,9.66745,1.0239e-08,4.66464,0.00187462,0.000636194,0.0838651
8025,8.34089,10.3618,9.0221,1.0388e-08,4.6624,0.0059931,0.00124013,0.0729752
8026,8.39721,10.3925,10.8617,1.06544e-08,4.98414,0.00612713,0.00164802,0.0717369
8027,8.3536,10.4601,10.8407,1.05057e-08,4.10965,0.0050857,0.000726199,0.0885896
8028,8.44514,10.4802,11.7219,1.06936e-08,5.07599,0.00242302,0.00350598,0.0709309
8029,8.4416,10.4848,12.0423,1.02369e-08,4.59028,0.00854183,0.00140057,0.0710304
8030,8.49856,10.6397,10.0491,1.04465e-08,4.05957,0.00607704,0.000280107,0.0717625
8031,8.33569,10.5417,10.9485,1.0389e-08,3.78526,0.000877192,0.000599438,0.05101
8032,8.47346,10.5932,11.343,1.08004e-08,4.43272,0.00380186,0.00289686,0.0775698
8033,8.44603,10.4989,12.3043,1.01989e-08,4.59274,0.00771698,0.00190104,0.110983
8034,8.36436,10.4445,9.79645,1.00136e-08,4.3939,0.00472285,0.00172782,0.0583467
8035,8.39932,10.4975,10.7442,1.05597e-08,4.36895,0.00374973,0.00209484,0.062228
8036,8.20502,10.1315,11.9867,1.01007e-08,5.47211,0.000777271,0.00184138,0.10906
8037,8.45941,10.5908,10.8902,1.05587e-08,4.13349,0.00521851,0.000769833,0.086024
8038,8.52741,10.7266,11.9527,1.02871e-08,4.20375,0.00188948,0.00218731,0.0569789
8039,8.48163,10.6686,11.3887,1.04935e-08,3.947,0.00353495,2.2532e-05,0.0681432
8040,8.52716,10.5515,12.4614,1.06827e-08,5.20148,0.00210728,0.000669835,0.0770821
8041,8.45114,10.6452,11.3853,1.08366e-08,4.12207,0.000827428,0.00115894,0.0586267
8042,8.43262,10.434,10.1139,1.05414e-08,5.23948,0.00319998,0.00179719,0.0667143
8043,8.41423,10.4287,11.6057,1.08266e-08,5.16589,0.00201208,0.00380511,0.0716057
8044,8.5241,10.695,11.665,1.06266e-08,4.16282,0.00338314,0.000274398,0.0772718
8045,8.39546,10.4656,10.1164,1.06167e-08,4.79319,0.00130104,0.00258331,0.0644675
8046,8.52498,10.5916,12.4661,1.06281e-08,4.98055,0.00205116,0.000798188,0.0785707
8047,8.48449,10.501,10.8684,1.07788e-08,4.91656,0.00621783,0.0032691,0.0784441
8048,8.36379,10.4804,10.4445,1.07226e-08,4.29869,0.0027765,0.000829034,0.0789096
8049,8.56421,10.8165,11.9992,1.03224e-08,3.96416,0.00116971,0.00185957,0.0608817
8050,8.38241,10.4746,10.1157,1.01994e-08,4.59173,0.00080115,0.000781257,0.087138
8051,8.40769,10.4947,11.588,1.06537e-08,4.68968,0.000654635,0.001582,0.0566998
8052,8.37538,10.3527,11.7175,1.08753e-08,5.30824,0.00213986,0.00390052,0.0696348
8053,8.55028,10.8307,11.7498,1.0532e-08,3.69939,0.00196161,0.00115258,0.0642629
8054,8.38257,10.5379,9.87536,1.00199e-08,4.06747,0.00345456,0.00249101,0.0523943
8055,8.51314,10.5332,12.4407,1.06574e-08,5.21326,0.00204938,0.000720834,0.0784742
8056,8.46007,10.5887,10.2404,1.06715e-08,4.25181,0.00349643,0.00241087,0.0744224
8057,8.32239,10.3712,11.5198,1.04653e-08,4.64089,0.00324437,0.000765339,0.0864344
8058,8.45732,10.6423,10.6773,1.04703e-08,4.024,0.00342191,0.00132317,0.081988
8059,8.54524,10.7881,11.8723,1.03584e-08,3.9962,0.00110196,0.00179978,0.0615113
8060,8.36091,10.4016,9.95849,1.06524e-08,4.88749,0.00133828,0.00244157,0.0652315
8061,8.54622,10.6461,10.826,1.05196e-08,4.84128,0.00214483,0.000714683,0.0941217
8062,8.38548,10.3724,11.6603,1.08524e-08,5.26104,0.00222759,0.00379583,0.0699522
8063,8.36459,10.3688,8.91725,1.02201e-08,4.89643,0.00544661,0.000608621,0.108242
8064,8.23087,10.2251,10.5163,1.01827e-08,4.80959,0.00375164,0.00118952,0.0822781
8065,8.33884,10.3214,12.2108,1.05157e-08,4.97764,0.00451547,0.00172127,0.0803115
8066,8.48081,10.5341,12.3381,1.05611e-08,4.67864,0.00621837,0.000382206,0.0773605
8067,8.48275,10.5245,10.766,1.06725e-08,4.78997,0.00592052,0.00273955,0.077079
8068,8.54672,10.6535,11.1665,1.03679e-08,4.56524,0.00388496,0.00137615,0.0685857
8069,8.37518,10.3794,11.2124,1.0129e-08,4.70703,0.00816956,0.000975786,0.0722764
8070,8.32752,10.2795,10.0764,1.00938e-08,4.7909,0.00941664,0.000850357,0.0781282
8071,8.31718,10.3197,9.3392,1.06943e-08,4.8958,0.0042624,0.00169882,0.0594718
8072,8.45829,10.5875,10.9018,1.05631e-08,4.1505,0.00517336,0.000815508,0.0857815
8073,8.49101,10.8486,12.2535,1.08219e-08,3.2911,0.000156744,0.00129641,0.078528
8074,8.43474,10.5831,11.4713,1.04812e-08,3.93377,0.00683278,0.000188738,0.0684893
8075,8.40553,10.3868,10.0148,1.05884e-08,5.2938,0.00337404,0.00166404,0.067619
8076,8.30683,10.2661,12.3613,1.05086e-08,4.75239,0.0105852,0.000277898,0.0617452
8077,8.56639,10.733,11.0843,1.06078e-08,4.34718,0.00373222,0.00169819,0.070142
8078,8.2201,10.2386,10.6728,1.00393e-08,4.72662,0.00207845,0.0014038,0.0868326
8079,8.49237,10.5207,12.4767,1.05491e-08,5.04144,0.0036834,0.000862422,0.0775234
8080,8.37547,10.3453,9.50559,1.01186e-08,5.02926,0.00611078,0.00103609,0.0703347
8081,8.33632,10.3748,9.56293,1.01813e-08,4.32949,0.00789323,0.000714786,0.091574
8082,8.38093,10.533,9.85573,1.00187e-08,4.07948,0.00344974,0.00247395,0.0521467
8083,8.46261,10.6096,10.9555,1.088e-08,4.1349,0.00453809,0.00254137,0.083674
8084,8.38485,10.4491,9.97789,1.05541e-08,4.80348,0.00156637,0.003035,0.0634432
8085,8.50138,10.5135,12.0917,1.05598e-08,5.26553,0.00231546,0.000722933,0.0707519
8086,8.65686,10.9152,9.65288,1.0149e-08,3.96789,0.00210256,0.000816801,0.0838081
8087,8.30684,10.2662,12.3608,1.05086e-08,4.75206,0.0105819,0.000278009,0.0617415
8088,8.48339,10.6678,11.3494,1.04987e-08,3.97467,0.00351467,0.000131676,0.0674935
8089,8.33366,10.2987,10.1301,1.0122e-08,5.00506,0.00624567,0.000651204,0.0705612
8090,8.24592,10.2522,10.5275,1.00689e-08,4.77761,0.00331709,0.00182744,0.0859584
8091,8.45585,10.5822,10.8528,1.0553e-08,4.17115,0.00503982,0.000813762,0.0859665
8092,8.30088,10.2241,9.74407,1.00733e-08,5.10031,0.00721411,0.000132365,0.0741625
8093,8.41825,10.6288,12.8233,1.00763e-08,3.88864,0.00155264,0.000187734,0.0650544
8094,8.489,10.518,12.4955,1.06027e-08,5.1029,0.00238206,0.000683501,0.07738
8095,8.4665,10.5933,11.0128,1.06209e-08,4.15804,0.00535623,0.000639557,0.0893499
8096,8.41345,10.4247,11.4479,1.06423e-08,4.59751,0.00952412,0.000590367,0.065128
8097,8.52113,10.6248,12.0922,1.0717e-08,4.59994,0.00393203,0.000892043,0.0777755
8098,8.45421,10.6727,10.6701,1.02657e-08,3.85777,0.00248199,0.00218047,0.0556895
8099,8.48896,10.6337,10.4912,1.03086e-08,4.49398,0.0018559,0.00396849,0.0549356
8100,8.41323,10.4033,10.0911,1.05813e-08,5.24914,0.00325408,0.00167206,0.0666496
8101,8.47284,10.6448,11.2296,1.0512e-08,4.05328,0.00332723,0.000330616,0.0672987
8102,8.62947,10.9088,10.989,1.02672e-08,3.94511,0.00162055,0.00390781,0.0724483
8103,8.31298,10.2674,11.8101,1.04187e-08,4.85995,0.00962976,0.00113472,0.0692309
8104,8.44462,10.5609,12.2943,1.02599e-08,4.32323,0.00488067,0.00132244,0.0614298
8105,8.45222,10.5574,11.79,1.07844e-08,4.64935,0.00119712,0.00172697,0.0609474
8106,8.60094,10.8434,10.1134,1.01984e-08,3.95048,0.00251965,0.000792936,0.0769194
8107,8.41643,10.4123,10.0629,1.05781e-08,5.2219,0.00326245,0.00175874,0.0669989
8108,8.44356,10.556,11.5254,1.06147e-08,4.2842,0.00608346,0.000885477,0.0727962
8109,8.55956,10.6748,11.4487,1.03379e-08,4.77184,0.0023739,0.00254748,0.0564081
8110,8.49433,10.671,10.9701,1.02985e-08,4.33561,0.00173587,0.00429733,0.0819701
8111,8.46757,10.564,12.1509,1.07473e-08,4.67994,0.000787513,0.00113073,0.0605576
8112,8.50505,10.652,11.1445,1.07239e-08,4.12533,0.00456444,0.000705082,0.0811049
8113,8.70008,11.0136,11.4853,1.03014e-08,3.84868,0.00184846,0.00229849,0.0873904
8114,8.60925,10.8194,10.6862,1.0302e-08,4.17424,0.00144916,0.00135216,0.0645684
8115,8.49839,10.6955,11.2878,1.05337e-08,4.0021,0.00339207,0.00119991,0.0692891
8116,8.50287,10.6456,11.2037,1.07231e-08,4.11373,0.00546199,0.000965401,0.0827498
8117,8.42022,10.4192,10.0798,1.06027e-08,5.22834,0.00308294,0.00182843,0.0668025
8118,8.54545,10.6683,11.5762,1.05501e-08,4.52603,0.00237074,0.00156103,0.055289
8119,8.35868,10.3978,9.9608,1.06562e-08,4.89444,0.00133251,0.00245385,0.0650911
8120,8.34625,10.3443,11.5881,1.07687e-08,5.08211,0.00335548,0.00364084,0.0764093
8121,8.37873,10.4644,9.94015,1.07057e-08,4.68712,0.00126156,0.00222909,0.0608702
8122,8.37123,10.3852,11.4105,1.08488e-08,4.90713,0.00432058,0.00120376,0.0757535
8123,8.42609,10.4228,9.51174,1.06485e-08,5.27277,0.00199686,0.00125776,0.062408
8124,8.47645,10.5526,11.5992,1.05552e-08,4.36647,0.00841568,0.00111543,0.0650619
8125,8.50727,10.5825,10.7289,1.05227e-08,4.92666,0.00153573,0.0014777,0.0896927
8126,8.47872,10.599,12.1709,1.07029e-08,4.61727,0.000281508,0.00181894,0.0583755
8127,8.67291,10.9416,9.48696,1.01524e-08,3.97477,0.00102304,0.000914242,0.0842271
8128,8.56387,10.7609,11.6506,1.04216e-08,4.21848,0.00102083,0.00190353,0.0530315
8129,8.50471,10.7366,11.407,1.05301e-08,4.0119,0.000626591,0.00159129,0.062828
8130,8.24282,10.1689,11.2728,1.00704e-08,5.34861,0.00283742,0.00131339,0.0975193
8131,8.4032,10.5209,9.69977,1.02171e-08,4.40382,0.00289515,0.00284497,0.0447281
8132,8.30928,10.2681,9.577,1.07491e-08,5.00122,0.00723878,0.000880755,0.0590053
8133,8.36799,10.4006,9.77404,1.03916e-08,5.04348,0.000357438,0.00178821,0.0684328
8134,8.50591,10.6399,11.0766,1.07179e-08,4.17641,0.00483431,0.000668877,0.0812627
8135,8.32544,10.5089,11.0085,1.05431e-08,3.82479,0.00240433,0.00126009,0.0870267
8136,8.34358,10.3295,10.5462,1.02763e-08,4.81021,0.00595092,0.00119837,0.0756351
8137,8.45239,10.54,11.8321,1.07106e-08,4.42382,0.00579553,0.00113853,0.0654739
8138,8.31746,10.2829,12.245,1.05204e-08,4.72841,0.0105195,0.000600902,0.0619285
8139,8.40154,10.456,9.95227,1.04093e-08,4.72514,0.00358609,0.000611298,0.0762716
8140,8.36055,10.4062,9.888,1.07035e-08,4.90491,0.000758159,0.00260998,0.0637799
8141,8.25562,10.1869,11.1638,1.0122e-08,5.31632,0.00335001,0.00154426,0.0952842
8142,8.33785,10.3248,10.5503,1.02738e-08,4.79291,0.00593208,0.00121864,0.0751832
8143,8.43195,10.498,10.2735,1.08047e-08,4.56181,0.00593333,0.000720873,0.0585493
8144,8.53405,10.5517,12.4886,1.06543e-08,5.24944,0.00216755,0.000745743,0.0796159
8145,8.51203,10.6205,9.57192,1.00825e-08,4.48578,0.00402531,0.00054755,0.0783405
8146,8.50352,10.5128,9.45801,1.08444e-08,5.45848,9.83854e-05,0.00160919,0.0400941
8147,8.34456,10.3317,10.5015,1.0271e-08,4.85857,0.0049161,0.0012005,0.0718235
8148,8.37477,10.391,9.93457,1.02634e-08,4.83449,0.00335603,0.000667908,0.0952938
8149,8.41316,10.4204,11.1486,1.08833e-08,4.93106,0.00552932,0.000792158,0.0784678
8150,8.56338,10.7613,11.643,1.04195e-08,4.214,0.00102923,0.00190999,0.0531623
8151,8.33856,10.5393,11.2154,1.0568e-08,3.66024,0.00297005,0.000492684,0.0687617
8152,8.45685,10.5132,11.5007,1.0944e-08,4.57814,0.00606222,0.00147603,0.060659
8153,8.47363,10.5372,10.2357,1.04941e-08,5.04137,0.00177705,0.00410987,0.0477836
8154,8.44555,10.5348,11.773,1.06259e-08,4.72875,0.00036401,0.00152588,0.0622233
8155,8.48611,10.5835,11.1044,1.07018e-08,4.25965,0.00710424,0.000653287,0.0795284
8156,8.43284,10.4456,9.60776,1.0789e-08,5.31167,0.000403825,0.0013561,0.0592141
8157,8.55478,10.7824,11.3131,1.04917e-08,4.15922,8.74953e-05,0.00157488,0.05763
8158,8.25894,10.1923,11.1545,1.01304e-08,5.30137,0.00343693,0.00160078,0.0948099
8159,8.42295,10.5125,10.9746,1.09121e-08,4.46682,0.00527559,0.0014937,0.0545746
8160,8.62277,10.89,10.0442,1.01687e-08,3.94967,0.00128623,0.000905813,0.0825714
8161,8.33885,10.4668,12.7459,1.01927e-08,3.9622,0.00540511,0.000543302,0.0526838
8162,8.49825,10.6129,10.128,1.06271e-08,4.46003,0.00454309,0.00240177,0.0778797
8163,8.25113,10.2174,10.1157,1.0148e-08,5.06257,0.00133281,0.000594575,0.0841274
8164,8.35812,10.3517,10.4908,1.049e-08,4.81835,0.00722212,0.00154357,0.0680035
8165,8.32855,10.3311,11.1918,1.02154e-08,5.03262,0.0026488,0.00159469,0.0860614
8166,8.30667,10.2589,12.2629,1.0518e-08,4.78314,0.0109084,0.000705296,0.0703639
8167,8.42009,10.4593,9.55131,1.03033e-08,4.8211,0.00508158,0.00217305,0.0732269
8168,8.39894,10.4209,10.1089,1.03933e-08,4.92365,0.00197151,0.00170398,0.08735
8169,8.28835,10.169,11.8663,1.03892e-08,5.34343,0.0108543,0.00135194,0.111919
8170,8.55463,10.6868,10.6448,1.04627e-08,4.5928,0.00291027,0.00110242,0.111796
8171,8.45771,10.6116,10.3192,1.06291e-08,4.37925,0.00175237,0.00256999,0.0511102
8172,8.47363,10.5943,12.157,1.0703e-08,4.61805,6.92489e-05,0.00185375,0.0572706
8173,8.4396,10.4839,12.0096,1.01479e-08,4.58835,0.00783546,0.00212825,0.106687
8174,8.42184,10.4296,11.09,1.04728e-08,4.51276,0.0108799,0.000562589,0.0766905
8175,8.60538,10.7933,10.9926,1.04874e-08,4.18572,0.00378146,0.00130175,0.061085
8176,8.49967,10.5055,12.1219,1.05979e-08,5.25697,0.00198589,0.000648237,0.0799523
8177,8.40699,10.4139,11.1517,1.08347e-08,4.93846,0.00531939,0.000850646,0.0790212
8178,8.5708,10.783,11.7458,1.03606e-08,4.21508,0.000219035,0.00208702,0.048385
8179,8.32123,10.2921,12.2346,1.05174e-08,4.71205,0.0103984,0.000630995,0.0621597
8180,8.33268,10.3838,10.3768,1.02612e-08,4.42558,0.00540809,0.000294577,0.0702994
8181,8.40627,10.5559,10.3674,1.01183e-08,4.16639,0.00258523,0.00209384,0.0482594
8182,8.45079,10.5146,11.4861,1.09247e-08,4.5311,0.00590378,0.00142564,0.0610742
8183,8.5928,10.8416,11.8195,1.04975e-08,3.83474,0.00358938,0.00132614,0.0808865
8184,8.33204,10.3992,12.5481,1.03184e-08,4.25235,0.00733721,0.000577234,0.0563504
8185,8.41649,10.3897,11.7878,1.08158e-08,5.35237,0.00319901,0.00408493,0.0884212
8186,8.32788,10.3299,11.1944,1.02154e-08,5.0354,0.00264404,0.00160003,0.0861357
8187,8.45172,10.5559,10.0267,1.05208e-08,4.79596,0.000283352,0.00367681,0.0520732
8188,8.38364,10.4336,9.78202,1.04187e-08,5.00029,0.000275819,0.00208403,0.066167
8189,8.35895,10.3681,11.3263,1.05749e-08,4.63811,0.00838966,0.000985205,0.0869981
8190,8.29805,10.2895,10.9605,1.01876e-08,5.04377,0.00259445,0.00164986,0.087689
8191,8.38785,10.4079,10.792,1.07582e-08,4.53622,0.0100491,0.00085071,0.064376
8192,8.2266,10.1246,10.1732,1.00405e-08,4.96346,0.00992605,0.00121828,0.0822714
8193,8.39123,10.4266,11.7518,1.06306e-08,4.90905,0.00339604,0.00337541,0.0845903
8194,8.46043,10.5607,11.8261,1.038e-08,4.17271,0.00904728,0.000653258,0.0677076
8195,8.2944,10.2347,10.9509,1.02082e-08,4.90514,0.00949396,0.00191033,0.098497
8196,8.31342,10.3289,9.81628,1.07979e-08,4.96124,0.00100362,0.00205846,0.0698317
8197,8.51515,10.6705,12.1019,1.06333e-08,4.19706,0.00323889,0.00138771,0.0706624
8198,8.3818,10.4312,9.76837,1.04179e-08,5.00132,0.000265328,0.0020967,0.0662735
8199,8.44536,10.4689,11.7454,1.08523e-08,4.93428,0.00449665,0.000833568,0.0854992
8200,8.47193,10.5845,11.8148,1.03241e-08,4.44716,0.00475173,0.00175445,0.0839959
8201,8.44843,10.5627,10.2915,1.04777e-08,4.71232,0.000391376,0.00336261,0.0532351
8202,8.37404,10.382,11.4583,1.02941e-08,5.16197,0.00153161,0.00132279,0.067191
8203,8.5647,10.7125,11.5508,1.03877e-08,4.56674,0.00337053,0.00436722,0.0929091
8204,8.4311,10.4392,9.49916,1.07927e-08,5.34122,0.000418078,0.0013349,0.0592969
8205,8.45177,10.6231,11.9337,1.01368e-08,4.05228,0.00248733,0.000633678,0.0795381
8206,8.28286,10.2491,9.87738,1.08048e-08,5.18458,0.00106819,0.00204677,0.0619647
8207,8.42774,10.5796,12.0479,1.05137e-08,4.33562,0.00076943,0.0013036,0.0682397
8208,8.50332,10.6462,11.8653,1.06792e-08,4.51575,0.000843244,0.00194062,0.06356
8209,8.44479,10.4291,11.9015,1.07417e-08,5.31991,0.00278627,0.00291568,0.0855399
8210,8.48357,10.5463,10.5589,1.07885e-08,4.8173,0.00392475,0.000971247,0.0764425
8211,8.39352,10.4526,10.2876,1.02013e-08,4.64279,0.00247277,0.000663482,0.0842009
8212,8.4797,10.5758,9.4225,1.0657e-08,4.89514,7.35811e-06,0.0042958,0.0500284
8213,8.51709,10.6536,11.7911,1.05176e-08,4.5894,0.00116503,0.00091365,0.0608605
8214,8.57364,10.7152,12.8797,1.06959e-08,4.52262,0.00160255,0.00197846,0.0521283
8215,8.45179,10.4678,11.6518,1.07601e-08,5.05871,0.00486238,0.00122378,0.131098
8216,8.29461,10.2837,10.9877,1.01816e-08,5.05125,0.00257951,0.00161423,0.0879449
8217,8.47745,10.5005,11.9908,1.05686e-08,5.15515,0.00177609,0.000874533,0.0752452
8218,8.44703,10.6166,11.8513,1.01787e-08,4.07119,0.00247662,0.000708323,0.077272
8219,8.49226,10.5399,10.6411,1.08457e-08,4.89206,0.00406447,0.00101378,0.0760876
8220,8.46129,10.6196,12.287,1.02497e-08,4.04599,0.0053091,0.000354792,0.0801365
8221,8.45225,10.5956,11.1185,1.05221e-08,4.42702,0.00171033,0.00223694,0.0685401
8222,8.2931,10.3159,11.4633,1.04546e-08,4.71243,0.00438268,0.00147781,0.0973415
8223,8.67876,10.9534,9.42963,1.01286e-08,3.96601,0.000834785,0.000917831,0.0842881
8224,8.29266,10.2791,10.8624,1.02171e-08,5.04539,0.00293248,0.00157196,0.0859303
8225,8.33137,10.263,9.77319,1.00166e-08,5.02454,0.00761967,0.000165638,0.0729938
8226,8.43172,10.4451,12.2895,1.04678e-08,5.06749,0.00251035,0.000838332,0.0589285
8227,8.47379,10.7007,9.5716,1.07719e-08,3.92493,0.00188394,0.00191083,0.0995948
8228,8.53989,10.7154,11.4864,1.07571e-08,4.16821,0.00287616,0.00172039,0.0663996
8229,8.43561,10.4486,9.49789,1.07806e-08,5.31617,0.000425669,0.0013273,0.0597522
8230,8.48028,10.5519,11.7443,1.08872e-08,4.89995,0.00306051,0.00400306,0.0793558
8231,8.44087,10.5476,12.0277,1.02951e-08,4.47228,0.0024902,0.000760662,0.0698872
8232,8.2887,10.2738,10.8618,1.02177e-08,5.0431,0.00293063,0.00158112,0.0868071
8233,8.51112,10.616,10.1306,1.05156e-08,4.86476,0.000706993,0.00313026,0.0474454
8234,8.41243,10.4586,10.2455,1.02578e-08,4.8805,0.00121857,0.000901485,0.079858
8235,8.21323,10.2223,9.56373,1.02153e-08,4.80794,0.00189728,0.00208792,0.100181
8236,8.4766,10.6393,9.51334,1.0813e-08,4.1122,0.00345277,0.00183392,0.085526
8237,8.56131,10.6627,10.691,1.05116e-08,5.07998,0.000194175,0.00499088,0.107174
8238,8.30994,10.3925,9.09378,1.01908e-08,4.32338,0.00264986,0.00118849,0.0740817
8239,8.38239,10.3362,11.828,1.03942e-08,4.91396,0.00962398,0.00137896,0.0797633
8240,8.36471,10.3674,9.67614,1.03181e-08,5.23193,0.00014687,0.00230705,0.0697233
8241,8.31419,10.3764,12.5351,1.03029e-08,4.13381,0.00861568,0.000716316,0.0502649
8242,8.49943,10.652,12.3288,1.04059e-08,4.28355,0.00210753,0.0012547,0.0663169
8243,8.39701,10.4,9.55675,1.03008e-08,4.99094,0.00406481,0.00202789,0.0617632
8244,8.5169,10.6159,9.97546,1.05459e-08,4.93632,0.000547409,0.00334867,0.0447557
8245,8.37573,10.4696,11.3521,1.01431e-08,4.23179,0.00642305,0.00137321,0.106345
8246,8.32591,10.3888,10.5409,1.06777e-08,4.72408,0.00066802,0.000837717,0.0714189
8247,8.38271,10.3776,9.90392,1.07551e-08,4.87863,0.00752581,0.000782205,0.0648491
8248,8.40846,10.4545,12.241,1.06398e-08,4.79327,0.00389704,0.00181747,0.0806333
8249,8.5535,10.6973,12.7331,1.06708e-08,4.49585,0.00140535,0.00170446,0.0551302
8250,8.33851,10.3331,10.3994,1.04086e-08,5.13568,0.00208137,0.00149507,0.0776347
8251,8.30834,10.3981,10.1152,1.00686e-08,4.20712,0.00513352,0.00189848,0.0492235
8252,8.43927,10.4613,12.1898,1.04766e-08,5.03291,0.00253866,0.000902015,0.0601119
8253,8.36482,10.3681,9.67197,1.03192e-08,5.23363,7.04516e-05,0.00231291,0.0697322
8254,8.51395,10.6568,11.457,1.06754e-08,4.53594,0.00125535,0.00193013,0.0668673
8255,8.45165,10.4971,12.0937,1.04679e-08,4.69824,0.00640937,0.00173347,0.100426
8256,8.64343,10.9148,9.68228,1.02476e-08,3.90677,0.00145491,0.000874264,0.0858085
8257,8.39544,10.406,11.7637,1.07635e-08,5.04722,0.00321962,0.00335535,0.0828036
8258,8.44404,10.6086,11.7853,1.01795e-08,4.10765,0.00251251,0.000694222,0.0787494
8259,8.38278,10.4571,10.7659,1.06314e-08,4.48738,0.00381517,0.000819987,0.0751025
8260,8.55461,10.6997,12.8164,1.06746e-08,4.48254,0.00143128,0.00165477,0.0554437
8261,8.3876,10.5328,10.989,1.05376e-08,4.1899,0.00221301,0.00140824,0.0527169
8262,8.27421,10.2239,10.8115,1.00627e-08,4.79609,0.00838838,0.000740192,0.0909385
8263,8.38365,10.476,9.49015,1.04212e-08,4.33797,0.00494633,0.00218062,0.0621064
8264,8.45449,10.5776,10.6963,1.05875e-08,4.62368,0.000377095,0.00284406,0.058864
8265,8.44974,10.5166,11.8018,1.08468e-08,4.72011,0.0039153,0.000891465,0.0848382
8266,8.40826,10.5307,11.2,1.05943e-08,4.37431,0.00172727,0.00189921,0.0570579
8267,8.44044,10.6113,11.938,1.01511e-08,4.04311,0.00242706,0.000664541,0.0770139
8268,8.49721,10.6061,10.9685,1.06174e-08,4.79144,0.000329743,0.00266815,0.0504527
8269,8.41886,10.4665,9.4589,1.02709e-08,4.69756,0.00331641,0.00148719,0.0851216
8270,8.19672,10.1287,9.6946,1.00271e-08,5.08327,0.00391745,0.00136351,0.0884658
8271,8.40436,10.5457,12.0296,1.05485e-08,4.37436,0.000709425,0.0011678,0.0670033
8272,8.57652,10.7773,10.4144,1.04546e-08,4.18771,0.00230478,0.000880206,0.0854734
8273,8.31722,10.3853,12.5076,1.02866e-08,4.18089,0.00784974,0.00081226,0.0502874
8274,8.45735,10.571,10.3731,1.07882e-08,4.21811,0.00540036,0.00111864,0.0715918
8275,8.36541,10.3452,10.6226,1.01968e-08,4.95349,0.00619283,0.000429128,0.0731459
8276,8.48966,10.5708,10.0304,1.05654e-08,4.93862,0.00169204,0.00311975,0.0453294
8277,8.46373,10.5626,10.5234,1.05131e-08,4.63968,0.00359599,0.0034085,0.0561376
8278,8.41064,10.5805,11.2875,1.05108e-08,4.17002,0.00067191,0.0014936,0.050738
8279,8.39866,10.4677,11.8761,1.03032e-08,4.51556,0.00594945,0.00182059,0.0995054
8280,8.39316,10.446,9.91248,1.02191e-08,4.65981,0.00257636,0.000585736,0.0907251
8281,8.20776,10.1492,9.8195,1.02631e-08,5.11101,0.00394229,0.00161201,0.0860552
8282,8.4023,10.425,9.65772,1.04191e-08,5.15484,0.00101312,0.00296244,0.0677581
8283,8.43122,10.5568,11.6004,1.02681e-08,4.2114,0.0047515,0.000658642,0.0821334
8284,8.49505,10.585,11.3481,1.02902e-08,4.79748,0.00236476,0.0018756,0.0659044
8285,8.30319,10.3115,11.7351,1.01106e-08,4.51438,0.00842437,0.00122777,0.0955639
8286,8.46211,10.5305,12.0167,1.06368e-08,4.70931,0.00446936,0.000670794,0.0630987
8287,8.46234,10.6223,9.53779,1.06279e-08,4.03339,0.00465217,0.000659394,0.0579384
8288,8.47263,10.6468,9.00129,1.05682e-08,3.98236,0.00500645,0.00135593,0.0586615
8289,8.34788,10.346,10.4676,1.03658e-08,5.16808,0.00122701,0.00151635,0.0752124
8290,8.40542,10.4988,9.7696,1.06604e-08,4.7776,0.000201143,0.00300981,0.0547698
8291,8.41192,10.488,11.5496,1.05319e-08,4.0668,0.0100817,0.00105362,0.0916992
8292,8.49301,10.5971,11.3389,1.04829e-08,4.5996,0.00131982,0.00113892,0.069975
8293,8.40878,10.4437,9.89619,1.04242e-08,5.03524,0.000816513,0.00227102,0.0689349
